customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_since_last_claim,total_claim_amount,customer_lifetime_value
OY94707,California,Associate,Employed,Male,58297,Suburban,Married,Agent,Extended,Special,Four-Door Car,Small,97,19,1647.04,3609.8
OY95739,Nevada,High School,Medical Leave,Male,17101,Suburban,Single,Call Center,Basic,Corporate,SUV,Midsize,113,1,1542.4,12298.69
OY96856,Oregon,Bachelor,Employed,Male,71391,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67,29,1284,8044.87
OZ30867,Oregon,High School,Employed,Female,33397,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,106,31,1508.8,8409.07
OZ62735,Arizona,Bachelor,Employed,Male,69161,Urban,Married,Agent,Extended,Personal,Sports Car,Midsize,129,24,1441.1399999999999,15487.44
OZ64384,Oregon,Bachelor,Employed,Female,79090,Urban,Married,Branch,Basic,Personal,SUV,Midsize,107,2,1289.04,8609.16
OZ86942,California,Bachelor,Employed,Female,52443,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,73,0,1350.4,5790.46
OZ89964,California,High School,Employed,Male,35979,Suburban,Single,Call Center,Basic,Personal,Sports Car,Small,116,34,1556.8,4422.62
OZ92426,Oregon,Associate,Employed,Male,46264,Urban,Single,Branch,Basic,Corporate,Four-Door Car,Midsize,62,17,1199.37,2364.43
OZ97704,California,High School,Employed,Female,84311,Suburban,Single,Call Center,Basic,Personal,SUV,Small,111,11,1532.8,13117.52
PA15141,California,High School,Employed,Female,43221,Urban,Married,Branch,Extended,Special,Four-Door Car,Large,87,33,1398.74,6953.95
PA16884,California,Bachelor,Employed,Female,69379,Suburban,Single,Branch,Premium,Personal,Two-Door Car,Midsize,103,14,1494.4,4118.59
PA18731,Oregon,Associate,Employed,Female,46855,Urban,Married,Branch,Basic,Personal,SUV,Small,119,13,1472.3899999999999,9501.01
PA19547,Washington,High School,Employed,Male,54194,Rural,Married,Agent,Basic,Personal,SUV,Midsize,119,9,1112.27,4779.89
PA20570,California,Bachelor,Employed,Male,84146,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,82,0,1464.71,6575.45
PA28328,California,Associate,Employed,Female,93272,Urban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,95,3,1281.1100000000001,3861.49
PA48777,Washington,High School,Medical Leave,Female,25965,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,23,1329.21,2491.26
PA75237,Nevada,Doctoral,Employed,Male,58883,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Midsize,62,1,1432.48,15118.9
PA80607,Oregon,High School,Employed,Male,85483,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,67,8,1314.1399999999999,8096.31
PA95799,Arizona,Associate,Medical Leave,Male,19581,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,61,32,1377.24,2320.75
PB16956,Oregon,Associate,Employed,Female,51001,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,99,13,1291.8899999999999,7842.38
PB21909,Oregon,Bachelor,Employed,Male,55632,Urban,Single,Agent,Extended,Personal,SUV,Midsize,123,35,1478.6100000000001,9775.82
PB39857,California,Master,Employed,Male,72433,Urban,Married,Agent,Extended,Personal,SUV,Large,126,34,1343.1399999999999,5129.61
PB41497,Oregon,High School,Employed,Male,81763,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,72,22,1518.4,2866.78
PB43222,Washington,Doctoral,Employed,Male,73759,Suburban,Married,Agent,Premium,Personal,Four-Door Car,Small,114,2,1547.2,9102.9
PB54378,Oregon,Doctoral,Medical Leave,Female,26463,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,72,28,1345.6,19582.47
PB60303,Oregon,Master,Employed,Female,68568,Suburban,Married,Branch,Extended,Personal,Luxury Car,Midsize,223,5,2070.4,18089.8
PB60406,California,Doctoral,Employed,Female,79719,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Small,71,12,1425.92,5714.23
PB81005,Oregon,Bachelor,Employed,Male,53562,Urban,Married,Branch,Extended,Personal,SUV,Midsize,135,24,1589.63,5364.47
PB90912,California,High School,Employed,Male,70833,Suburban,Married,Web,Basic,Personal,Luxury SUV,Large,193,15,1926.4,7804.02
PB93081,California,High School,Employed,Male,41195,Rural,Married,Branch,Premium,Corporate,SUV,Small,160,32,1323.19,6360.65
PC12390,Nevada,Master,Employed,Male,74960,Rural,Single,Call Center,Basic,Corporate,Four-Door Car,Midsize,69,11,1107.99,5507.16
PC23709,California,Bachelor,Employed,Female,74905,Rural,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,72,16,1167.03,5714.56
PC43437,Arizona,Associate,Employed,Female,24083,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,63,22,1340.45,7317.01
PC76141,Nevada,Bachelor,Medical Leave,Male,22932,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,62,2,1297.6,2346.68
PC80039,Oregon,Bachelor,Disabled,Female,19864,Suburban,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,63,22,1352.3899999999999,2359.42
PC83755,Oregon,High School,Employed,Male,95697,Rural,Married,Agent,Basic,Personal,Two-Door Car,Midsize,61,16,1114.27,2471.53
PD11073,California,Associate,Employed,Female,35045,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,96,21,1420.6100000000001,7614.83
PD19551,California,Bachelor,Employed,Female,37612,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Small,64,0,1307.2,2537.97
PD27940,Arizona,High School,Disabled,Male,26372,Suburban,Married,Agent,Extended,Personal,SUV,Midsize,126,11,1604.8,4885.16
PD30266,California,Associate,Employed,Female,73809,Urban,Married,Branch,Extended,Special,SUV,Midsize,125,5,1537.3200000000002,5015.64
PD32052,California,High School,Employed,Male,51125,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,67,3,1430.29,7957.63
PD32641,Oregon,Associate,Employed,Male,31320,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,72,30,1293.87,5785.22
PD32854,Arizona,High School,Medical Leave,Female,28513,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,100,4,1480,15114.4
PD33979,Oregon,High School,Employed,Male,21709,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,62,28,1408.37,4892.44
PD36660,California,High School,Employed,Female,95850,Urban,Married,Agent,Basic,Corporate,Sports Car,Midsize,109,3,1328.5,8845.07
PD66941,Arizona,Bachelor,Retired,Male,17622,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,1,1312,4458.11
PD94315,Arizona,Bachelor,Disabled,Female,23444,Suburban,Married,Call Center,Premium,Corporate,SUV,Midsize,196,7,1940.8,22256.69
PE32165,California,High School,Employed,Female,76912,Rural,Married,Agent,Basic,Corporate,Sports Car,Midsize,116,0,1169.23,27934.62
PE39479,Washington,Associate,Employed,Male,88592,Urban,Married,Branch,Extended,Corporate,Four-Door Car,Large,76,19,1199.8,18321.42
PE42960,California,Bachelor,Employed,Male,58488,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,73,29,1350.4,8474.63
PE47967,Oregon,Associate,Employed,Female,79055,Rural,Divorced,Branch,Basic,Personal,Luxury SUV,Midsize,186,32,1177.6399999999999,7283.93
PE51299,California,High School,Employed,Male,73026,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,67,29,1321.6,10781.61
PE54870,Oregon,Associate,Employed,Male,88454,Urban,Divorced,Web,Basic,Personal,SUV,Midsize,101,8,1308.75,4050.51
PE59368,Washington,Bachelor,Employed,Female,72096,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,64,24,1252.33,5123.48
PE59735,Oregon,High School,Disabled,Female,20031,Rural,Married,Branch,Extended,Personal,Four-Door Car,Midsize,86,4,1109.69,22952.07
PE63707,Nevada,Bachelor,Employed,Male,88567,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,67,9,1321.6,5452.17
PE66545,Oregon,Bachelor,Employed,Male,29250,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,64,27,1308.24,2545.52
PE72696,California,Associate,Employed,Male,68025,Suburban,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,91,15,1436.8,10892.91
PF24757,Arizona,Associate,Employed,Female,72608,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,82,26,1393.6,6521.37
PF26758,Oregon,Associate,Employed,Female,94880,Urban,Single,Agent,Extended,Special,Four-Door Car,Midsize,79,18,1347.6,6271.32
PF40592,Washington,Associate,Medical Leave,Female,23285,Rural,Married,Web,Basic,Personal,Two-Door Car,Midsize,65,30,1118.45,4942.63
PF53601,Oregon,Bachelor,Medical Leave,Male,17130,Suburban,Divorced,Agent,Basic,Special,Luxury SUV,Midsize,198,1,1950.4,28432
PF77449,Washington,High School,Employed,Female,23923,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,82,29,1393.6,9824.75
PF78020,California,Associate,Employed,Male,20075,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,71,0,1371.68,5574.62
PF88939,Nevada,Doctoral,Disabled,Male,21726,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,104,20,1697.01,7860.09
PG26401,Washington,High School,Employed,Male,77603,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,114,10,1547.2,9191.67
PG27422,California,Bachelor,Employed,Female,89953,Urban,Single,Web,Basic,Corporate,Four-Door Car,Midsize,74,3,1274.17,5904.85
PG42834,Arizona,Bachelor,Employed,Female,26577,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,79,9,1073.72,6292.74
PG43749,Oregon,Associate,Disabled,Female,17572,Suburban,Married,Call Center,Premium,Personal,Two-Door Car,Midsize,110,0,1639.77,4318.43
PG48617,California,High School,Employed,Male,46267,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,72,4,1231.97,2895.52
PG50529,California,High School,Employed,Female,31972,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,70,4,1416.26,5580.92
PG82270,California,Associate,Employed,Male,36845,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,74,14,1355.2,2903.02
PG90331,California,Associate,Disabled,Male,11656,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,70,19,1336,18635.9
PG93638,Oregon,Associate,Employed,Male,28919,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,73,11,1207.83,5761.11
PH47195,California,Bachelor,Employed,Male,74271,Rural,Divorced,Call Center,Extended,Personal,Sports Car,Midsize,136,1,1174.33,5492.39
PH70685,California,Bachelor,Employed,Female,70795,Urban,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,68,10,1177.95,5481.5
PH78214,Oregon,Associate,Medical Leave,Female,27677,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72,10,1345.6,5427.17
PH83205,Oregon,Bachelor,Employed,Male,26790,Suburban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,71,4,1340.8,2810.46
PH85036,Washington,Bachelor,Employed,Female,79325,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,68,4,1251.29,5482.55
PH91033,Oregon,Associate,Employed,Male,86347,Urban,Married,Web,Extended,Personal,Sports Car,Midsize,130,17,1593.78,15808.76
PH97342,Arizona,High School,Disabled,Female,18495,Suburban,Married,Branch,Basic,Personal,SUV,Large,113,10,1542.4,26197.41
PI71828,Arizona,Associate,Employed,Male,38460,Urban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,61,11,1191.37,2395.97
PI79725,Oregon,Bachelor,Employed,Female,79297,Urban,Married,Call Center,Basic,Corporate,Four-Door Car,Small,64,14,1164.33,2569.69
PI92163,Nevada,Bachelor,Medical Leave,Male,24383,Suburban,Single,Call Center,Basic,Corporate,Four-Door Car,Midsize,69,4,1331.2,4897.04
PJ36160,California,Bachelor,Employed,Male,83589,Urban,Single,Agent,Basic,Personal,SUV,Small,103,27,1366.04,16272.74
PJ36749,Washington,High School,Employed,Female,37995,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,139,16,1667.2,5597.12
PJ67250,Arizona,Associate,Employed,Female,33554,Suburban,Married,Agent,Extended,Special,SUV,Midsize,131,25,1934.6599999999999,5237.48
PJ73790,Oregon,Bachelor,Employed,Female,60021,Suburban,Married,Agent,Extended,Special,Four-Door Car,Small,99,12,1882.87,3939.01
PJ84431,California,High School,Employed,Male,91512,Suburban,Married,Branch,Basic,Personal,Luxury Car,Midsize,189,6,1907.2,7647.45
PJ86059,Oregon,High School,Employed,Female,83460,Suburban,Divorced,Call Center,Basic,Corporate,Four-Door Car,Midsize,66,20,1443.45,2655.86
PJ92694,California,High School,Employed,Male,57135,Urban,Divorced,Branch,Basic,Corporate,Four-Door Car,Midsize,61,25,1156.92,4762.59
PK20739,Oregon,Bachelor,Employed,Male,25074,Suburban,Married,Branch,Premium,Personal,Two-Door Car,Midsize,112,17,1537.6,13248.64
PK23339,Arizona,High School,Employed,Female,72460,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,85,9,1370.02,3417.95
PK26805,California,High School,Employed,Male,20371,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,71,19,1340.8,2810.96
PK28821,California,Associate,Employed,Male,24721,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,67,3,1139.96,2620.39
PK37121,Washington,High School,Employed,Female,91775,Rural,Married,Branch,Basic,Personal,SUV,Large,108,9,1256.8899999999999,4369.6
PK37320,Oregon,Master,Employed,Female,83838,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,65,1,1281.41,2628.66
PK47936,Washington,High School,Employed,Female,25806,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,110,20,1528,8750.71
PK51938,Oregon,Associate,Retired,Female,17489,Suburban,Divorced,Branch,Extended,Corporate,Four-Door Car,Small,85,31,1587.69,3044.79
PK52952,Arizona,Doctoral,Employed,Male,28224,Suburban,Single,Call Center,Basic,Personal,SUV,Midsize,109,13,1523.2,8544.41
PK58026,Nevada,Bachelor,Employed,Female,96917,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,71,31,1373.05,5736.46
PK66498,California,High School,Employed,Male,72897,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,73,26,1507.71,8793.52
PK79296,California,Associate,Disabled,Female,28995,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,67,28,1321.6,2602.21
PK87824,California,Associate,Employed,Female,21604,Suburban,Divorced,Branch,Extended,Corporate,Four-Door Car,Midsize,79,14,1379.2,3096.51
PL14941,Nevada,High School,Employed,Female,76700,Urban,Married,Branch,Premium,Personal,Four-Door Car,Small,112,13,1322.05,9113.69
PL18921,Oregon,Master,Retired,Female,21514,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,62,0,1257.25,11981.98
PL28709,California,Associate,Medical Leave,Female,22571,Suburban,Single,Web,Basic,Personal,Four-Door Car,Large,63,29,1302.4,4605.04
PL44132,Arizona,Associate,Employed,Male,88362,Suburban,Single,Call Center,Extended,Personal,Two-Door Car,Midsize,78,9,1452.6,3061.8
PL54420,Arizona,Bachelor,Employed,Female,33190,Suburban,Divorced,Web,Basic,Personal,SUV,Midsize,106,18,1508.8,33473.35
PL56477,Oregon,Associate,Employed,Female,20852,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,73,8,1383.79,2927.52
PL78574,Arizona,High School,Employed,Male,57449,Suburban,Single,Agent,Premium,Personal,Four-Door Car,Midsize,103,6,1494.4,12157.33
PM11577,Oregon,Bachelor,Employed,Female,74001,Rural,Married,Web,Premium,Corporate,Two-Door Car,Midsize,108,3,1254.31,8476.77
PM13394,Washington,Associate,Medical Leave,Female,22404,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,70,0,1211.1399999999999,5309.44
PM14429,California,Associate,Employed,Male,30852,Urban,Single,Branch,Extended,Personal,Four-Door Car,Midsize,88,7,1318.87,6699.28
PM19162,Oregon,Bachelor,Employed,Male,25805,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,66,25,1375.87,14536.79
PM27367,California,Master,Employed,Female,73570,Rural,Single,Branch,Basic,Special,Two-Door Car,Midsize,70,0,1075.94,2778.9
PM76175,Oregon,Bachelor,Employed,Female,49721,Suburban,Married,Call Center,Extended,Corporate,Sports Car,Large,132,18,1639.97,21147.28
PN18507,Arizona,Bachelor,Employed,Male,88854,Suburban,Single,Branch,Premium,Personal,Two-Door Car,Midsize,118,6,1715.25,14042.1
PN18863,California,Associate,Employed,Male,21277,Suburban,Divorced,Web,Basic,Corporate,Four-Door Car,Midsize,66,1,1316.8,5109.5
PN35535,California,Associate,Employed,Female,98475,Suburban,Married,Web,Basic,Personal,SUV,Midsize,115,8,1552,4651.28
PN47493,Oregon,Associate,Employed,Female,41968,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,67,11,1183.21,2680.9
PN53766,California,Doctoral,Employed,Male,43091,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,69,2,1330.1399999999999,5450.39
PN77420,California,Associate,Employed,Male,30039,Suburban,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,70,21,1498.6100000000001,5376.89
PN86062,California,High School,Medical Leave,Male,16495,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,85,25,1408,2962.72
PN98247,California,Associate,Employed,Male,58414,Suburban,Single,Agent,Extended,Personal,Luxury SUV,Small,210,7,2008,7840.17
PO26937,Oregon,Bachelor,Employed,Male,95102,Rural,Married,Web,Premium,Corporate,Four-Door Car,Midsize,101,6,1094.34,8223.16
PO27978,Oregon,Doctoral,Employed,Female,97785,Urban,Single,Call Center,Basic,Personal,Two-Door Car,Midsize,73,35,1236.6100000000001,14727.51
PO56357,California,High School,Employed,Female,64604,Urban,Married,Web,Basic,Personal,Four-Door Car,Midsize,67,18,1272.45,5363.53
PO80505,Nevada,Associate,Disabled,Female,14170,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,109,9,1523.2,4223.27
PO90615,Arizona,High School,Medical Leave,Female,25965,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,65,23,1329.21,2491.26
PO98961,Washington,Associate,Medical Leave,Male,18400,Suburban,Married,Agent,Extended,Corporate,Two-Door Car,Small,89,26,1640.8,6701.77
PP14656,Washington,Master,Employed,Male,90353,Rural,Married,Branch,Basic,Personal,Two-Door Car,Midsize,70,3,1072.62,5680.47
PP26786,Arizona,Associate,Employed,Male,51906,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,73,29,1374.8600000000001,2890.34
PP30874,California,High School,Employed,Female,28304,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,91,10,1655.2,3579.02
PP35705,California,High School,Medical Leave,Male,26376,Suburban,Divorced,Agent,Extended,Personal,SUV,Small,121,7,1580.8,35862.99
PP36346,Nevada,High School,Disabled,Female,23393,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,95,26,1456,3708.81
PP39078,California,Associate,Employed,Female,31504,Suburban,Married,Branch,Basic,Special,Four-Door Car,Small,71,8,1340.8,5623.61
PP64004,Nevada,Bachelor,Disabled,Female,20369,Suburban,Married,Agent,Basic,Personal,SUV,Small,105,4,2126.66,8186.31
PP80817,California,High School,Employed,Female,59886,Rural,Married,Agent,Basic,Personal,Sports Car,Midsize,104,30,1071.73,8323.53
PP92749,California,Bachelor,Employed,Female,60021,Suburban,Married,Agent,Extended,Special,Four-Door Car,Small,99,12,1882.87,3939.01
PP97061,Nevada,Associate,Employed,Female,40864,Rural,Married,Agent,Basic,Personal,SUV,Midsize,109,16,1166.94,4282.95
PQ13422,Nevada,Associate,Employed,Male,58194,Suburban,Married,Web,Extended,Personal,Four-Door Car,Small,84,26,1451,10049.29
PQ19113,Washington,Bachelor,Employed,Female,90750,Urban,Married,Agent,Premium,Personal,SUV,Midsize,170,30,1746.05,6837.54
PQ27923,Washington,Master,Employed,Male,71737,Urban,Divorced,Agent,Extended,Personal,Two-Door Car,Midsize,79,7,1338.8,6333.03
PQ35034,Oregon,Associate,Employed,Female,37586,Rural,Divorced,Branch,Basic,Corporate,Two-Door Car,Midsize,63,29,1153.49,9918.7
PQ36549,Arizona,Bachelor,Disabled,Male,14174,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,72,1,1345.6,5598.27
PQ46798,California,Associate,Disabled,Female,17034,Suburban,Single,Agent,Basic,Personal,Sports Car,Midsize,113,11,1542.4,8300.71
PQ65328,Oregon,High School,Employed,Male,71460,Rural,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,74,11,1093.95,2839.3
PQ72803,Washington,High School,Retired,Female,10312,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Large,78,10,1486.28,2886.45
PR10005,Oregon,Bachelor,Employed,Male,85210,Rural,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,74,23,1100.52,2916.42
PR13091,Oregon,Associate,Employed,Female,55542,Urban,Single,Web,Basic,Personal,Sports Car,Midsize,117,1,1310.65,9206.43
PR21713,Nevada,High School,Employed,Male,81082,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,73,5,1281.3,5838.9
PR22184,California,Associate,Employed,Female,95330,Suburban,Married,Branch,Basic,Corporate,Sports Car,Midsize,113,1,1542.4,9135.29
PR23514,California,Associate,Employed,Male,60184,Rural,Divorced,Web,Basic,Personal,Luxury SUV,Midsize,199,7,1161.62,7664.22
PR31642,Oregon,Bachelor,Employed,Female,32802,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,114,31,1547.2,4525.28
PR37714,California,Bachelor,Employed,Female,32238,Suburban,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,91,15,1439.78,7153.21
PR51268,Arizona,Doctoral,Employed,Female,37384,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,99,9,1475.2,4014.45
PR59105,Oregon,High School,Employed,Female,53223,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Large,72,9,1299.79,8535.11
PR80703,California,Bachelor,Employed,Female,51335,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,71,17,1171.69,5745.96
PR98117,Oregon,Bachelor,Employed,Female,97666,Rural,Single,Branch,Basic,Personal,Four-Door Car,Midsize,66,16,1136.27,2640.52
PS25185,Washington,Bachelor,Medical Leave,Female,20079,Suburban,Single,Web,Premium,Corporate,Two-Door Car,Midsize,110,1,1528,4097.37
PS28082,Arizona,High School,Employed,Male,57563,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,66,7,1316.8,2592.93
PS30217,California,Bachelor,Employed,Female,44817,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,83,23,1527.42,9886.66
PS43764,Washington,High School,Medical Leave,Male,12430,Suburban,Single,Call Center,Basic,Special,Four-Door Car,Midsize,73,22,1350.4,5169.5
PS47550,California,High School,Employed,Female,80237,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,108,4,1776.6,13178.43
PS57128,California,Bachelor,Employed,Female,41341,Rural,Single,Agent,Extended,Personal,Four-Door Car,Midsize,99,4,1240.24,3834.74
PS68884,California,Associate,Employed,Male,58089,Suburban,Married,Agent,Basic,Corporate,SUV,Midsize,118,31,1566.4,4686.47
PS69748,Washington,Associate,Employed,Male,83846,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,74,22,1355.2,8717.05
PS78418,Oregon,Bachelor,Employed,Male,52278,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,73,31,1235,5773.9
PT12544,Arizona,Associate,Employed,Male,63935,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,87,20,1221.62,6880.47
PT32230,California,High School,Employed,Female,70059,Rural,Married,Agent,Basic,Personal,Luxury SUV,Midsize,194,1,1253.74,7782.13
PT34656,California,Associate,Employed,Female,55350,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67,0,1321.6,5380.9
PT40521,California,Bachelor,Retired,Female,23904,Suburban,Single,Agent,Extended,Corporate,SUV,Midsize,123,1,1590.4,4334.06
PT42203,California,Associate,Employed,Male,78617,Rural,Married,Web,Premium,Corporate,Four-Door Car,Midsize,101,3,1233.17,8052.24
PT46181,California,Associate,Employed,Male,65176,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,62,24,1297.6,2471.15
PT50287,Oregon,Bachelor,Employed,Female,69746,Urban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,74,17,1225.03,2959.82
PT64580,Washington,Master,Employed,Male,77048,Rural,Married,Agent,Basic,Personal,SUV,Midsize,103,20,1141.2,4191.97
PT70350,Oregon,High School,Employed,Male,27607,Suburban,Married,Agent,Premium,Corporate,Four-Door Car,Midsize,104,15,1640.58,28511.03
PT73521,California,Associate,Employed,Male,42968,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,69,15,1331.2,2732.61
PU18983,Oregon,High School,Employed,Female,21450,Suburban,Divorced,Call Center,Basic,Personal,Sports Car,Small,110,8,1528,8608.16
PU25554,Oregon,Bachelor,Employed,Female,62579,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72,33,1326.24,2885.33
PU33703,California,Associate,Employed,Female,43721,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,61,5,1292.8,2435.32
PU34934,Arizona,Associate,Employed,Female,22601,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,88,1,1633.6,10394.36
PU36617,Arizona,Associate,Employed,Male,48638,Rural,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,82,16,1183.1,6470.54
PU41393,Nevada,Associate,Medical Leave,Male,20225,Suburban,Married,Call Center,Basic,Special,SUV,Small,114,27,1547.2,8269.08
PU42145,California,Bachelor,Medical Leave,Male,14072,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,71,13,1511.2,24127.5
PU71194,Oregon,Bachelor,Employed,Female,56343,Suburban,Divorced,Branch,Premium,Personal,Luxury Car,Midsize,295,11,2612.96,35203.57
PU73501,Arizona,Bachelor,Employed,Male,97361,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,73,6,1350.4,8622.84
PU73561,Arizona,Bachelor,Employed,Female,24641,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,105,12,1504,4196.43
PU75847,Arizona,Associate,Employed,Male,98451,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,62,19,1316.55,4964.67
PU78245,Arizona,Bachelor,Employed,Female,88249,Rural,Single,Agent,Basic,Personal,SUV,Large,108,9,1244.8,13094.61
PU81096,Arizona,Bachelor,Employed,Male,43947,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,61,33,1291.3899999999999,6817.43
PU88199,Oregon,High School,Employed,Male,99845,Suburban,Married,Branch,Basic,Corporate,SUV,Midsize,110,23,1528,8819.02
PU92298,Arizona,Bachelor,Medical Leave,Female,22699,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,74,11,1355.2,7956.15
PU95227,Washington,Bachelor,Employed,Male,22853,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,87,16,1316.3600000000001,3362.41
PV12088,Arizona,High School,Medical Leave,Male,19508,Suburban,Single,Branch,Basic,Personal,Two-Door Car,Midsize,61,22,1292.8,6558.88
PV26437,California,Bachelor,Employed,Female,57777,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,61,21,1273.88,7319.58
PV39600,California,Bachelor,Employed,Male,24285,Suburban,Divorced,Agent,Premium,Personal,Two-Door Car,Small,111,6,2257.5299999999997,8417
