movie_title,title_year,main_genre,duration,content_rating,Rate,imdb_score,budget,Profit,num_critic_for_reviews,num_user_for_reviews,num_voted_users,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes
Endless Love,2014,Drama,104.0,PG-13,Average,6.3,20000000,3393765,98.0,76.0,31323,0,19,15000,981.0
One Night with the King,2006,Biography,123.0,PG,Average,6.3,20000000,-6608826,36.0,177.0,5796,0,6,541,249.0
Triple 9,2016,Action,115.0,R,Average,6.3,20000000,-7373095,214.0,106.0,32567,0,214,14000,12000.0
All Good Things,2010,Crime,101.0,R,Average,6.3,20000000,-19421618,140.0,67.0,41249,0,46,33000,4000.0
Bill & Ted's Bogus Journey,1991,Adventure,93.0,PG,Average,6.2,20000000,18037513,43.0,117.0,49680,0,12,18000,769.0
Man of the Year,2006,Comedy,115.0,PG-13,Average,6.2,20000000,17442180,111.0,236.0,28005,0,272,49000,2000.0
The Game of Their Lives,2005,Drama,101.0,PG,Average,6.2,20000000,-19624526,21.0,46.0,2613,445,25,18000,723.0
Eye for an Eye,1996,Crime,101.0,R,Average,6.1,20000000,33146000,31.0,77.0,9845,613,154,1000,816.0
Vampires,1998,Action,104.0,R,Average,6.1,20000000,241395,114.0,403.0,42664,0,0,2000,1000.0
Undisputed,2002,Action,94.0,R,Average,6.1,20000000,-7601372,64.0,88.0,21542,977,394,922,855.0
Birth,2004,Drama,100.0,R,Average,6.1,20000000,-14994117,167.0,361.0,29649,0,143,829,643.0
What's Your Number?,2011,Comedy,117.0,R,Average,6.0,20000000,-6012518,151.0,91.0,58957,0,20,11000,904.0
We're No Angels,1989,Comedy,106.0,PG-13,Average,6.0,20000000,-9444652,20.0,42.0,17349,855,277,22000,2000.0
Premonition,2007,Drama,96.0,PG-13,Average,5.9,20000000,27852604,184.0,337.0,62364,0,9,826,627.0
The Black Hole,1979,Action,98.0,PG,Average,5.9,20000000,15841901,90.0,230.0,18481,4000,20,889,877.0
Nancy Drew,2007,Comedy,99.0,PG,Average,5.9,20000000,5584685,93.0,102.0,15877,590,26,720,669.0
Georgia Rule,2007,Comedy,113.0,R,Average,5.9,20000000,-1117120,88.0,125.0,20539,681,0,995,975.0
School for Scoundrels,2006,Comedy,108.0,PG-13,Average,5.9,20000000,-2196204,110.0,97.0,26100,484,480,970,931.0
The Scorch Trials,2015,Action,132.0,PG-13,Average,6.4,61000000,20687587,249.0,360.0,138246,24000,47,988,960.0
The Last Song,2010,Drama,107.0,PG,Average,5.8,20000000,42933793,123.0,185.0,62421,10000,30,742,360.0
You Again,2010,Comedy,105.0,PG,Average,5.8,20000000,5677801,91.0,136.0,41273,0,99,2000,938.0
Paparazzi,2004,Action,84.0,PG-13,Average,5.8,20000000,-4287928,77.0,138.0,13210,269,2,787,555.0
Jaws 2,1978,Adventure,131.0,PG,Average,5.7,20000000,82922376,75.0,265.0,51314,0,82,813,366.0
Drumline,2002,Comedy,118.0,PG-13,Average,5.7,20000000,36398162,64.0,185.0,28649,2000,30,962,593.0
The Stepfather,2009,Crime,101.0,PG-13,Average,5.6,20000000,9062561,121.0,119.0,23424,0,29,812,533.0
A Guy Thing,2003,Comedy,101.0,PG-13,Average,5.6,20000000,-4591178,81.0,92.0,14147,401,13,651,555.0
Survivor,2015,Action,96.0,PG-13,Average,5.6,20000000,-19225095,64.0,101.0,21833,0,160,14000,1000.0
How Stella Got Her Groove Back,1998,Comedy,124.0,R,Average,5.5,20000000,17672350,29.0,51.0,5427,0,8,508,270.0
The Jungle Book 2,2003,Adventure,72.0,G,Average,5.4,20000000,27887943,85.0,58.0,11634,227,0,3000,455.0
Under the Rainbow,1981,Comedy,98.0,PG,Average,5.4,20000000,-11500000,13.0,34.0,2061,501,15,691,374.0
The Tempest,2010,Comedy,110.0,PG-13,Average,5.4,20000000,-19736635,92.0,36.0,6147,0,278,3000,602.0
The Covenant,2006,Action,97.0,PG-13,Average,5.3,20000000,3292105,120.0,334.0,39541,3000,212,960,917.0
Kate & Leopold,2001,Comedy,123.0,PG-13,Average,6.4,48000000,-904547,125.0,316.0,64595,0,446,20000,1000.0
Loser,2000,Comedy,98.0,PG-13,Average,5.3,20000000,-4535974,81.0,158.0,23076,1000,143,302,216.0
Strange Wilderness,2008,Adventure,87.0,R,Average,5.3,20000000,-13436643,58.0,120.0,18571,847,29,1000,795.0
The Producers,2005,Comedy,134.0,PG-13,Average,6.4,45000000,-25622273,168.0,409.0,35140,0,38,11000,8000.0
Dylan Dog: Dead of Night,2010,Action,107.0,PG-13,Average,5.1,20000000,-18816646,138.0,75.0,13026,0,14,403,368.0
The Grudge 2,2006,Horror,137.0,PG-13,Average,5.0,20000000,19143839,131.0,284.0,38658,930,70,4000,884.0
Battle of the Year,2013,Drama,110.0,PG-13,Average,5.0,20000000,-11111645,65.0,25.0,7894,0,9,997,941.0
Tammy,2014,Comedy,100.0,R,Average,4.9,20000000,64518155,148.0,144.0,35965,11000,265,989,830.0
The Cold Light of Day,2012,Action,93.0,PG-13,Average,4.9,20000000,-16250939,119.0,113.0,28629,0,19,15000,13000.0
Code Name: The Cleaner,2007,Action,91.0,PG-13,Average,4.5,20000000,-11895931,53.0,26.0,9785,233,10,716,537.0
Can't Stop the Music,1980,Biography,124.0,PG,Average,4.5,20000000,-18000000,26.0,74.0,2998,1000,42,801,174.0
Why Did I Get Married Too?,2010,Comedy,121.0,PG-13,Average,4.4,20000000,40072596,40.0,68.0,7664,0,0,2000,907.0
3 Ninjas Kick Back,1994,Action,93.0,PG,Average,4.3,20000000,-8216000,5.0,26.0,6701,444,18,400,220.0
Boogeyman,2005,Drama,89.0,PG-13,Average,4.1,20000000,26363118,140.0,389.0,25960,1000,19,526,392.0
Beverly Hills Chihuahua,2008,Adventure,91.0,PG,Average,3.7,20000000,74497271,100.0,99.0,17829,0,67,2000,641.0
Vampires Suck,2010,Comedy,82.0,PG-13,Average,3.5,20000000,16658108,122.0,187.0,39095,16000,82,759,401.0
Doogal,2006,Adventure,77.0,G,Low,2.8,20000000,-12617007,31.0,114.0,3851,346,3,787,691.0
Marci X,2003,Comedy,80.0,R,Low,2.8,20000000,-18353336,28.0,66.0,4518,241,121,836,624.0
Date Movie,2006,Comedy,85.0,PG-13,Low,2.7,20000000,28546578,99.0,613.0,50415,806,64,3000,869.0
Epic Movie,2007,Adventure,93.0,PG-13,Low,2.3,20000000,19737645,112.0,666.0,89687,0,82,926,869.0
Back to the Future,1985,Adventure,116.0,PG,High,8.5,19000000,191609762,198.0,809.0,732212,39000,0,1000,690.0
The Shining,1980,Drama,146.0,R,High,8.4,19000000,25391156,253.0,1320.0,610333,37000,0,888,629.0
The Book Thief,2013,Drama,131.0,PG-13,High,7.6,19000000,2483154,252.0,236.0,98741,53000,33,876,526.0
Sausage Party,2016,Adventure,89.0,R,High,7.5,19000000,78661826,65.0,14.0,3302,13000,5,11000,4000.0
Sea of Love,1989,Crime,113.0,R,High,6.8,19000000,39571513,43.0,112.0,30213,0,17,14000,599.0
Sex Drive,2008,Adventure,129.0,R,Average,6.5,19000000,-10603058,102.0,103.0,72715,0,51,948,822.0
Leap Year,2010,Comedy,100.0,PG,Average,6.4,19000000,-18987439,134.0,181.0,71276,13000,14,3000,547.0
Won't Back Down,2012,Drama,121.0,PG,Average,6.4,19000000,-13691447,102.0,37.0,5147,0,33,1000,919.0
The Switch,2010,Comedy,101.0,PG-13,Average,6.1,19000000,8758465,181.0,120.0,77987,0,8,544,449.0
The Nutcracker,1993,Family,92.0,G,Average,5.7,19000000,-16880006,10.0,15.0,1153,238,22,2,0.0
House on Haunted Hill,1999,Horror,93.0,R,Average,5.6,19000000,21846082,147.0,536.0,45317,0,37,885,828.0
Fear and Loathing in Las Vegas,1998,Adventure,118.0,R,High,7.7,18500000,-7937613,156.0,648.0,213226,15000,0,40000,693.0
The Invention of Lying,2009,Comedy,100.0,PG-13,Average,6.4,18500000,-60918,192.0,287.0,94292,13000,0,3000,2000.0
Amadeus,1984,Biography,180.0,R,High,8.3,18000000,33600000,134.0,549.0,270790,16000,869,692,670.0
Raging Bull,1980,Biography,121.0,R,High,8.3,18000000,-17954750,151.0,494.0,235133,0,17000,22000,394.0
Ed Wood,1994,Biography,127.0,R,High,7.9,18000000,-12112543,148.0,420.0,142416,0,13000,40000,13000.0
Glory,1989,Drama,122.0,R,High,7.9,18000000,8830000,60.0,365.0,101888,0,380,18000,11000.0
Birdman or (The Unexpected Virtue of Ignorance),2014,Comedy,119.0,R,High,7.8,18000000,24335698,588.0,1101.0,395087,114000,0,15000,6000.0
127 Hours,2010,Adventure,94.0,R,High,7.6,18000000,329466,450.0,440.0,279179,63000,0,11000,642.0
Life as a House,2001,Drama,125.0,R,High,7.5,18000000,-2438373,99.0,359.0,39105,0,34,16000,4000.0
The Ice Storm,1997,Drama,112.0,R,High,7.5,18000000,-10162368,124.0,287.0,46396,0,0,805,223.0
Blow Out,1981,Mystery,107.0,R,High,7.4,18000000,-4252766,120.0,149.0,27629,2000,0,517,376.0
Big,1988,Comedy,130.0,PG,High,7.3,18000000,96968774,99.0,204.0,153468,0,545,15000,11000.0
Blue Jasmine,2013,Drama,98.0,PG-13,High,7.3,18000000,15404871,415.0,384.0,150082,36000,11000,594,268.0
Catch-22,1970,Comedy,122.0,R,High,7.2,18000000,6911670,45.0,124.0,17277,0,0,643,559.0
The Salton Sea,2002,Crime,103.0,R,High,7.2,18000000,-17323302,79.0,180.0,26730,2000,154,1000,783.0
Metallica Through the Never,2013,Music,93.0,R,High,7.2,18000000,-14580033,103.0,56.0,13359,19000,190,364,253.0
Bad Santa,2003,Comedy,98.0,R,High,7.1,18000000,42057639,195.0,485.0,107815,10000,72,1000,624.0
Soul Surfer,2011,Biography,106.0,PG,High,7.1,18000000,25853424,110.0,114.0,35514,15000,80,2000,795.0
The Mask,1994,Action,114.0,PG-13,High,6.9,18000000,101938730,57.0,213.0,265818,0,55,789,424.0
Labor Day,2013,Drama,111.0,PG-13,High,6.9,18000000,-4637692,217.0,111.0,31898,0,655,24000,14000.0
Young Sherlock Holmes,1985,Adventure,109.0,PG-13,High,6.8,18000000,-13749680,64.0,86.0,14870,0,272,155,144.0
Under the Tuscan Sun,2003,Comedy,113.0,PG-13,High,6.7,18000000,25601508,111.0,317.0,35718,0,22,727,171.0
Small Time Crooks,2000,Comedy,94.0,PG,High,6.7,18000000,-928770,128.0,192.0,31169,812,11000,11000,11000.0
Center Stage,2000,Drama,115.0,PG-13,High,6.7,18000000,-825130,68.0,210.0,15817,0,13,757,220.0
Dragonslayer,1981,Action,108.0,PG,High,6.7,18000000,-12000000,60.0,102.0,10832,0,25,1000,115.0
Youth in Revolt,2009,Comedy,90.0,R,Average,6.5,18000000,-2718714,192.0,105.0,64646,0,44,12000,904.0
Neighbors,2014,Comedy,97.0,R,Average,6.4,18000000,132056505,351.0,397.0,216581,21000,89,920,798.0
Anything Else,2003,Comedy,108.0,R,Average,6.4,18000000,-14796956,128.0,155.0,25165,827,11000,11000,944.0
Peggy Sue Got Married,1986,Comedy,103.0,PG-13,Average,6.3,18000000,23382841,44.0,96.0,27149,0,0,12000,899.0
Legally Blonde,2001,Comedy,96.0,PG-13,Average,6.2,18000000,77001351,163.0,548.0,131801,0,126,2000,788.0
My Big Fat Greek Wedding 2,2016,Comedy,94.0,PG-13,Average,6.1,18000000,41573085,156.0,103.0,13562,19000,52,567,312.0
Observe and Report,2009,Comedy,86.0,R,Average,5.8,18000000,5993605,190.0,248.0,52467,0,62,390,258.0
Conan the Destroyer,1984,Action,103.0,PG,Average,5.8,18000000,8400000,77.0,109.0,62009,2000,130,691,476.0
The Life Before Her Eyes,2007,Drama,90.0,R,Average,6.4,8000000,-7696561,78.0,78.0,12125,1000,26,797,474.0
Barbershop 2: Back in Business,2004,Comedy,106.0,PG-13,Average,5.7,18000000,46955956,50.0,69.0,10104,265,8,748,656.0
And So It Goes,2014,Comedy,94.0,PG-13,Average,5.7,18000000,-2844228,107.0,48.0,8895,3000,0,712,341.0
Love Happens,2009,Drama,109.0,PG-13,Average,5.6,18000000,4927390,111.0,77.0,25344,0,7,2000,980.0
Troop Beverly Hills,1989,Adventure,105.0,PG,Average,5.5,18000000,-9491157,11.0,35.0,7470,0,6,723,422.0
New Nightmare,1994,Fantasy,107.0,R,Average,6.4,8000000,10090181,109.0,271.0,38191,0,0,969,449.0
Spy Hard,1996,Action,81.0,PG-13,Average,5.3,18000000,8906039,27.0,76.0,29621,588,8,844,456.0
Catch That Kid,2004,Comedy,91.0,PG,Average,5.2,18000000,-1297136,54.0,49.0,8023,591,38,17000,632.0
I Am Wrath,2016,Action,92.0,R,Average,5.2,18000000,-17993216,23.0,50.0,4510,0,55,1000,872.0
Fame,2009,Comedy,123.0,PG,Average,5.0,18000000,4452209,134.0,82.0,14062,0,64,808,720.0
The Legend of the Lone Ranger,1981,Action,98.0,PG,Average,5.0,18000000,-10000000,25.0,41.0,1400,346,28,372,262.0
The Prince,2014,Action,93.0,R,Average,4.6,18000000,-18000000,46.0,101.0,13133,0,32,13000,1000.0
Getaway,2013,Action,90.0,PG-13,Average,4.4,18000000,-7505506,146.0,109.0,19586,4000,31,210,193.0
Beerfest,2006,Comedy,110.0,R,Average,6.3,17500000,1679969,91.0,177.0,54710,0,422,33000,459.0
City of Ghosts,2002,Crime,116.0,R,Average,6.0,17500000,-17174509,38.0,67.0,4387,204,0,109,67.0
Black Nativity,2013,Drama,93.0,PG,Average,4.4,17500000,-10482822,40.0,17.0,1633,0,148,549,269.0
Madea Goes to Jail,2009,Comedy,103.0,PG-13,Average,4.1,17500000,72985233,44.0,45.0,9544,804,0,923,619.0
The Others,2001,Fantasy,101.0,PG-13,High,7.6,17000000,79471845,239.0,1109.0,268581,20000,448,482,203.0
"McFarland, USA",2015,Biography,129.0,PG,High,7.4,17000000,27469602,113.0,83.0,23480,21000,51,427,234.0
Pitch Perfect,2012,Comedy,112.0,PG-13,High,7.2,17000000,47998368,223.0,250.0,213898,36000,36,10000,751.0
The Best Man Holiday,2013,Comedy,123.0,R,High,6.7,17000000,53492685,56.0,64.0,11600,7000,92,1000,886.0
Brooklyn's Finest,2009,Crime,132.0,R,High,6.7,17000000,10154426,197.0,138.0,52852,4000,847,3000,960.0
Bobby Jones: Stroke of Genius,2004,Biography,128.0,PG,High,6.7,17000000,-14305929,35.0,64.0,3222,352,9,767,327.0
Evil Dead,2013,Horror,96.0,R,Average,6.5,17000000,37239856,543.0,789.0,125016,70000,201,394,150.0
Roar,1981,Adventure,102.0,PG,Average,6.4,17000000,-15000000,50.0,27.0,1275,0,4,634,537.0
A Night at the Roxbury,1998,Comedy,82.0,PG-13,Average,6.2,17000000,13324946,63.0,239.0,48458,0,12,8000,357.0
ATL,2006,Comedy,105.0,PG-13,Average,6.0,17000000,4160089,54.0,92.0,8522,874,49,680,503.0
My Life in Ruins,2009,Comedy,98.0,PG-13,Average,5.9,17000000,-8337682,112.0,75.0,15033,0,80,567,503.0
The Adventures of Elmo in Grouchland,1999,Adventure,73.0,G,Average,5.8,17000000,-5365542,44.0,37.0,2045,339,11,1000,436.0
I Know What You Did Last Summer,1997,Horror,99.0,R,Average,5.6,17000000,55219395,140.0,419.0,105585,0,13,45000,4000.0
40 Days and 40 Nights,2002,Comedy,96.0,R,Average,5.6,17000000,20939782,140.0,207.0,62272,2000,36,1000,580.0
Beastly,2011,Drama,86.0,PG-13,Average,5.6,17000000,10854896,148.0,129.0,64190,16000,33,15000,976.0
Dickie Roberts: Former Child Star,2003,Comedy,98.0,PG-13,Average,5.6,17000000,5734486,75.0,117.0,11815,320,39,593,518.0
Damnation Alley,1977,Sci-Fi,91.0,PG,Average,5.2,17000000,-8280000,41.0,71.0,3701,903,22,669,642.0
Good Boy!,2003,Comedy,87.0,PG,Average,5.1,17000000,20566230,52.0,48.0,3407,309,9,818,636.0
Lottery Ticket,2010,Comedy,99.0,PG-13,Average,4.9,17000000,7708699,62.0,30.0,7991,0,17,918,912.0
The Apparition,2012,Horror,83.0,PG-13,Average,4.1,17000000,-12069202,145.0,108.0,16268,0,57,465,152.0
Fur: An Imaginary Portrait of Diane Arbus,2006,Biography,122.0,R,Average,6.5,16800000,-16579086,105.0,97.0,13239,0,30,21000,3000.0
Sense and Sensibility,1995,Drama,136.0,PG,High,7.7,16500000,26200000,69.0,196.0,78392,0,0,25000,14000.0
Insurgent,2015,Adventure,119.0,PG-13,Average,6.3,110000000,19995817,263.0,258.0,154621,27000,124,14000,5000.0
My Girl,1991,Comedy,102.0,PG-13,High,6.8,16500000,43347242,31.0,115.0,55895,0,6,3000,2000.0
Sydney White,2007,Comedy,108.0,PG-13,Average,6.3,16500000,-4797910,72.0,50.0,37700,0,18,714,701.0
Dead Poets Society,1989,Comedy,128.0,PG,High,8.0,16400000,79460116,96.0,491.0,277451,23000,608,49000,1000.0
The Verdict,1982,Drama,129.0,R,High,7.8,16000000,38000000,79.0,154.0,26310,0,0,844,617.0
Moonrise Kingdom,2012,Adventure,94.0,PG-13,High,7.8,16000000,29507053,487.0,377.0,237848,71000,0,13000,13000.0
Radio Days,1987,Comedy,88.0,PG,High,7.6,16000000,-1207221,64.0,91.0,24256,0,11000,854,410.0
Dumb & Dumber,1994,Comedy,113.0,PG-13,High,7.3,16000000,111175354,84.0,438.0,288451,0,137,879,854.0
Wall Street: Money Never Sleeps,2010,Drama,136.0,PG-13,Average,6.3,70000000,-17525384,297.0,245.0,84118,13000,0,903,592.0
White Oleander,2002,Drama,109.0,PG-13,High,7.2,16000000,346122,103.0,171.0,25549,0,7,835,787.0
Remember Me,2010,Drama,113.0,PG-13,High,7.2,16000000,3057024,158.0,361.0,113963,24000,47,21000,541.0
Things We Lost in the Fire,2007,Drama,118.0,R,High,7.2,16000000,-13150858,146.0,88.0,24104,0,369,1000,418.0
Hollywood Ending,2002,Comedy,112.0,PG-13,Average,6.6,16000000,-11160617,109.0,148.0,21613,762,11000,11000,650.0
The Immigrant,2013,Drama,120.0,R,Average,6.6,16000000,-14015257,230.0,70.0,20616,0,115,10000,316.0
The Homesman,2014,Drama,122.0,R,Average,6.6,16000000,-13571117,208.0,132.0,21370,0,0,883,596.0
Varsity Blues,1999,Comedy,106.0,R,Average,6.4,16000000,36885587,67.0,267.0,35312,0,48,23000,255.0
Baby Boy,2001,Crime,130.0,R,Average,6.4,16000000,12734552,41.0,81.0,9566,1000,309,939,881.0
The Texas Chainsaw Massacre: The Beginning,2006,Horror,83.0,R,Average,5.9,16000000,23511038,196.0,366.0,56269,0,473,20000,4000.0
How to Deal,2003,Comedy,101.0,PG-13,Average,5.7,16000000,-1891482,46.0,95.0,8215,371,6,812,326.0
Drowning Mona,2000,Comedy,96.0,PG-13,Average,5.6,16000000,-572808,84.0,148.0,11768,492,22,8000,2000.0
Boys and Girls,2000,Comedy,94.0,PG-13,Average,5.3,16000000,4627372,67.0,134.0,13661,487,7,3000,240.0
Jennifer's Body,2009,Comedy,107.0,R,Average,5.1,16000000,204793,300.0,294.0,92712,6000,45,24000,396.0
Vamps,2012,Comedy,92.0,PG-13,Average,5.1,16000000,-15997036,54.0,42.0,7444,0,143,1000,945.0
Meteor,1979,Action,108.0,PG,Average,4.9,16000000,-7600000,42.0,90.0,5237,392,38,940,416.0
The Unborn,2009,Drama,89.0,PG-13,Average,4.8,16000000,26638165,178.0,230.0,42182,0,687,10000,787.0
The Roommate,2011,Drama,91.0,PG-13,Average,4.8,16000000,21300107,138.0,115.0,29147,0,26,3000,1000.0
Soul Plane,2004,Comedy,92.0,R,Average,4.4,16000000,-2077789,75.0,150.0,18271,0,29,939,881.0
The Cookout,2004,Comedy,97.0,PG-13,Average,3.6,16000000,-4459888,21.0,20.0,2385,177,3,1000,584.0
The Master of Disguise,2002,Comedy,80.0,PG,Low,3.3,16000000,24363530,56.0,307.0,18254,1000,11,911,521.0
Don't Say a Word,2001,Crime,113.0,R,Average,6.3,50000000,4997476,113.0,248.0,40362,970,39,1000,912.0
Steel,1997,Action,97.0,PG-13,Low,2.8,16000000,-14313571,36.0,62.0,8687,0,34,503,489.0
Juwanna Mann,2002,Comedy,91.0,PG-13,Average,4.5,15600000,-2028183,32.0,40.0,5312,939,10,890,578.0
The Yellow Handkerchief,2008,Drama,102.0,PG-13,High,6.8,15500000,-15182960,60.0,36.0,6723,1000,4,17000,13000.0
Madison,2001,Drama,94.0,PG,Average,6.5,15500000,-14991133,21.0,26.0,1033,282,4,844,626.0
Slow Burn,2005,Drama,93.0,R,Average,5.9,15500000,-14318803,40.0,24.0,3299,191,7,1000,1000.0
American Beauty,1999,Drama,122.0,R,High,8.4,15000000,115058047,176.0,2715.0,822500,22000,0,18000,828.0
U2 3D,2007,Documentary,85.0,G,High,8.4,15000000,-4646310,68.0,31.0,2673,116,0,468,67.0
The Big Lebowski,1998,Comedy,117.0,R,High,8.2,15000000,2439163,249.0,1028.0,537419,35000,0,22000,12000.0
Boogie Nights,1997,Drama,155.0,R,High,7.9,15000000,11384919,153.0,560.0,189032,0,0,3000,360.0
The Color Purple,1985,Drama,154.0,PG-13,High,7.8,15000000,79175854,70.0,199.0,60988,6000,14000,852,581.0
Drive,2011,Crime,100.0,R,High,7.8,15000000,20054909,676.0,1264.0,431578,81000,0,33000,745.0
The Great Debaters,2007,Biography,126.0,PG-13,High,7.6,15000000,15226144,112.0,118.0,47626,0,18000,18000,2000.0
The Hurt Locker,2008,Drama,131.0,R,High,7.6,15000000,700000,388.0,876.0,332065,16000,0,10000,602.0
Coal Miner's Daughter,1980,Biography,124.0,PG,High,7.5,15000000,64900000,46.0,84.0,12974,0,150,874,816.0
Grosse Pointe Blank,1997,Action,107.0,R,High,7.4,15000000,13014536,111.0,296.0,73347,0,5,893,822.0
Little Women,1994,Drama,115.0,PG,High,7.3,15000000,35003300,27.0,132.0,36624,0,44,23000,4000.0
The Place Beyond the Pines,2012,Crime,140.0,R,High,7.3,15000000,6383298,417.0,376.0,187170,47000,310,33000,748.0
Scream,1996,Horror,103.0,R,High,7.2,15000000,88001286,242.0,869.0,222018,11000,0,611,422.0
What's Love Got to Do with It,1993,Biography,118.0,R,High,7.2,15000000,24100956,19.0,59.0,13442,0,13,90,22.0
Whatever Works,2009,Comedy,92.0,PG-13,High,7.2,15000000,-9693553,218.0,169.0,58967,10000,11000,860,658.0
Wag the Dog,1997,Comedy,97.0,R,High,7.1,15000000,28022524,130.0,218.0,67604,12000,272,22000,4000.0
Wild,2014,Adventure,115.0,R,High,7.1,15000000,22877959,349.0,252.0,86664,38000,212,2000,820.0
One Day,2011,Drama,107.0,PG-13,High,7.0,15000000,-1233986,221.0,181.0,106111,49000,92,11000,5000.0
Black Snake Moan,2006,Drama,116.0,R,High,7.0,15000000,-5603513,197.0,200.0,52421,0,153,3000,788.0
Top Gun,1986,Action,110.0,PG,High,6.9,15000000,161781728,173.0,388.0,219171,19000,12000,10000,1000.0
Whip It,2009,Drama,111.0,PG-13,High,6.9,15000000,-1965583,230.0,118.0,55665,10000,0,796,787.0
Where the Heart Is,2000,Comedy,120.0,PG-13,High,6.8,15000000,18771174,78.0,240.0,27044,0,18,20000,1000.0
When the Game Stands Tall,2014,Drama,115.0,PG,High,6.7,15000000,15127963,50.0,64.0,12596,0,49,116,110.0
Ramona and Beezus,2010,Adventure,103.0,G,High,6.7,15000000,11161406,81.0,52.0,13874,0,20,512,316.0
Tuck Everlasting,2002,Drama,90.0,PG,High,6.7,15000000,4158074,69.0,127.0,17983,0,13,882,874.0
Confidence,2003,Crime,97.0,R,High,6.7,15000000,-2787583,119.0,144.0,30643,622,164,436,324.0
The Last House on the Left,2009,Crime,114.0,R,Average,6.6,15000000,17721635,241.0,279.0,67824,0,29,956,878.0
Connie and Carla,2004,Comedy,108.0,PG-13,Average,6.3,20000000,-11945720,76.0,117.0,6838,924,54,786,567.0
Dark Blue,2002,Crime,118.0,R,Average,6.6,15000000,-5940412,71.0,125.0,17261,455,41,556,463.0
Promised Land,2012,Drama,106.0,R,Average,6.6,15000000,-7443292,242.0,102.0,30284,10000,835,13000,826.0
Snitch,2013,Action,112.0,PG-13,Average,6.5,15000000,27919096,238.0,122.0,64747,12000,29,12000,1000.0
Funny Games,2007,Crime,111.0,R,Average,6.5,15000000,-13705360,250.0,436.0,69569,0,0,6000,294.0
The Faculty,1998,Horror,104.0,R,Average,6.4,15000000,25064955,154.0,502.0,92074,0,0,4000,4000.0
Keanu,2016,Action,100.0,R,Average,6.4,15000000,5566327,129.0,84.0,15385,0,10,826,622.0
New York Stories,1989,Comedy,124.0,PG,Average,6.4,15000000,-4236531,42.0,55.0,13692,877,11000,11000,860.0
The November Man,2014,Action,108.0,R,Average,6.3,15000000,9984868,172.0,152.0,50056,0,79,775,614.0
Crazy in Alabama,1999,Comedy,111.0,PG-13,Average,6.3,15000000,-13045798,28.0,71.0,5917,391,0,783,664.0
Diary of a Wimpy Kid,2010,Comedy,94.0,PG,Average,6.2,15000000,49001297,111.0,103.0,32002,0,87,17000,975.0
Krampus,2015,Comedy,98.0,PG-13,Average,6.2,15000000,27592530,198.0,181.0,29867,27000,66,3000,658.0
The Craft,1996,Drama,101.0,R,Average,6.2,15000000,9881000,93.0,195.0,57140,6000,26,838,328.0
Flicka,2006,Adventure,95.0,PG,Average,6.2,15000000,5998709,46.0,76.0,6095,1000,15,1000,786.0
Killing Them Softly,2012,Crime,97.0,R,Average,6.2,15000000,-61430,414.0,369.0,111625,20000,181,11000,820.0
Idlewild,2006,Crime,121.0,R,Average,6.2,15000000,-2450515,81.0,91.0,4603,489,16,907,585.0
The Rocker,2008,Comedy,102.0,PG-13,Average,6.2,15000000,-8590794,132.0,104.0,32311,0,11,15000,14000.0
The Wedding Date,2005,Comedy,90.0,PG-13,Average,6.1,15000000,16585300,103.0,250.0,38248,0,6,1000,650.0
Knockaround Guys,2001,Crime,92.0,R,Average,6.1,15000000,-3367580,57.0,135.0,19768,566,34,14000,442.0
Twins,1988,Comedy,107.0,PG,Average,6.0,15000000,96936400,27.0,79.0,87538,0,425,742,384.0
The Object of My Affection,1998,Comedy,111.0,R,Average,6.0,15000000,14106737,65.0,132.0,15582,849,13,818,511.0
Firestarter,1984,Action,114.0,R,Average,6.0,15000000,100000,45.0,96.0,22797,0,73,695,654.0
Raise Your Voice,2004,Family,103.0,PG,Average,5.9,15000000,-4588020,46.0,212.0,22649,1000,80,1000,872.0
The Boondock Saints II: All Saints Day,2009,Action,138.0,R,Average,6.3,8000000,2269307,91.0,188.0,53251,0,78,12000,3000.0
The Good Night,2007,Comedy,93.0,R,Average,5.9,15000000,-14979620,50.0,39.0,7519,445,17,1000,165.0
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Adventure,85.0,G,Average,5.7,15000000,-2298120,37.0,22.0,2037,175,12,354,173.0
Broken Horses,2015,Action,101.0,R,Average,5.7,15000000,-14996529,22.0,20.0,1554,0,34,892,355.0
Why Did I Get Married?,2007,Comedy,113.0,PG-13,Average,5.6,15000000,40184721,41.0,100.0,9811,1000,0,2000,721.0
The Skulls,2000,Action,106.0,PG-13,Average,5.6,15000000,20007180,102.0,193.0,26846,0,357,23000,1000.0
The Muse,1999,Comedy,97.0,PG-13,Average,5.6,15000000,-3385764,97.0,140.0,9294,251,745,12000,821.0
Hoot,2006,Adventure,91.0,PG,Average,5.6,15000000,-6919884,49.0,66.0,6562,647,6,8000,625.0
Nowhere to Run,1993,Action,94.0,R,Average,5.5,15000000,7189039,25.0,55.0,17074,466,11,1000,605.0
Whatever It Takes,2000,Comedy,94.0,PG-13,Average,5.5,15000000,-6264471,50.0,89.0,8055,816,9,11000,897.0
Blood and Chocolate,2007,Drama,98.0,PG-13,Average,5.5,15000000,-11474839,106.0,190.0,15388,0,18,837,400.0
